Position ID,Company,Position,Score
432834,Independence Blue Cross,College Co-op: Government Markets - Business Analyst (Fox),75
429589,"Hamilton Lane Advisors, Inc.",Fund Accounting Analyst,65
429542,"Hamilton Lane Advisors, Inc.",Treasury Analyst,55
373437,Independence Blue Cross,College Co-op: Cash Application Analyst (Jones),60
422167,"TMNA Services, LLC",Tax Accounting Co-op,30
413415,"TMNA Services, LLC",Internal Audit Co-op,45
413414,"TMNA Services, LLC",Accounting Co-op,50
429618,Anthony & Sylvan Pools,Accounting Specialist Co-op,35
427692,Brown Brothers Harriman & Co.,Private Banking Trust Administrator NY,40
436904,Johnson & Johnson,"Finance Co-Op - New Brunswick, NJ",60
436903,Johnson & Johnson,"Spring 2025 Finance Co-Op - Spring House, PA",40
388120,Brown Brothers Harriman & Co.,Private Banking Trust Administration,65
370579,HKA,"Forensic Accounting/Philadelphia, PA",30
350674,LEAF Commercial Capital,Tax Accounting Co-op,40
419838,Campbell Soup Company,Sales Finance Co-op,30
435330,BlackRock ,Municipal Primary Markets Analyst,80
329840,BlackRock ,Municipal Product Specialist,50
411726,FS Investments ,Corporate Accounting Co-op,25
380936,LEAF Commercial Capital,Credit Analyst Co-op,50
404816,Cozen O'Connor,Business Operations Co-op (Finance),55
429535,"The Siegfried Group, LLP",Staff Accountant Analyst,45
436748,CHUBB,Chubb Accounting and Finance Co-op: SEC Financial Reporting,40
436747,CHUBB,Chubb Accounting and Finance Co-op: INA Financial Reporting,20
436744,CHUBB,Chubb Accounting and Finance Co-op: Asset Management,25
436734,"Mill Creek Capital Advisors, LLC",Wealth Managment Co-op,60
361433,Glenmede,Internal Audit/Business Assurance Co-op,70
421360,"The Bancorp Bank, N.A.",Audit Intern,30
353067,JPMorgan Chase & Co,JPMorgan Chase / AWM-Private Bank  / Client Service Group / Workforce Optimization Analyst,80
436707,Independence Blue Cross,College Co-op: Accounting Analyst (Bergen),20
401656,JPMorgan Chase & Co,JPMorgan Chase / FAIR / Financial Control (3),60
369824,JPMorgan Chase & Co,"JPMorgan Chase / Financial Accounting, Infrastructure & Reporting /  Financial Control",65
361758,Independence Blue Cross,College Co-op: Accounting (DeJesus-Vega),40
436653,LaFrance Corporation,Accounting Intern,50
377897,Glenmede,Tax Co-op,45
365322,Delancey Street Partners,Investment Banking Analyst,45
421399,"Sunoco, Inc",Commercial Operations ‐ Supply Chain Management (Scheduling) Co‐op,60
416270,Glenmede,Investment Systems Co-Op,70
436538,ARAMARK Corp.,Tax Intern,30
377497,Glenmede,Investment Management Services Co-op,50
436521,Citrin Cooperman Advisors LLC,Portfolio Valuation Advisory Services Co-op,20
436520,JS Held Consulting ,Forensic Accounting Internship,20
358295,"SSG Capital Advisors, LLC ","Spring Analyst (Co-op) / West Conshohocken, PA",50
436509,"UBS Financial Services, Inc.",UBS Private Wealth Management Co-op,70
20815,Bowman and Company LLP,Accounting Co-op,30
426330,Independence Blue Cross,College Co-op: Accounts Payable Analyst (Station),35
419754,Independence Blue Cross,College Coop: Operations Specialist (Miller),95
426247,"Mondrian Investment Partners, Inc.",Client Service and Business Development Co-op,35
432733,Office Practicum,Accounting and Finance Co-op,50
429385,Pzena Investment Management,Investment Operations Intern (Asset Management),42
433713,Glenmede,Wealth Planning Co-op,45
436495,Airgas,Data Analyst Co-op,78
387595,Strategic Exit Advisors ,Investment Banking Analyst,55
380595,Kroll,Forensic Accounting and Financial Investigations Co-op,35
436478,COMCAST CORPORATION,Comcast Indirect Tax Co-op,75
436476,COMCAST CORPORATION,Comcast Treasury Analyst Co-op,45
436474,COMCAST CORPORATION,Comcast Corporate Treasury Co-op,35
436473,COMCAST CORPORATION,Comcast Treasury Analyst Co-op,50
436470,Chickie's and Pete's HQ Office,Accounting Reconciliation Assistant Co-op,30
436469,COMCAST CORPORATION,Comcast State and Local Tax Audits Co-op,55
436466,COMCAST CORPORATION,Comcast State and Local Income Tax Co-op,45
436465,COMCAST CORPORATION,Comcast Global Audit Financial Operations Co-op,35
436464,COMCAST CORPORATION,Comcast Global Audit Financial Operations Co-op,65
436458,COMCAST CORPORATION,Comcast Corporate Controllership Co-op,45
71186,Penn Mutual Life Insurance,Accounting Co-op,50
436420,COMCAST CORPORATION,Comcast Dispute Analyst Co-op,35
436419,COMCAST CORPORATION,"Comcast AI Strategy, Transformation, & Investments Co-op",85
436409,COMCAST CORPORATION,Comcast Finance Business Process Management Co-op,65
436337,Axalta Coating Systems,Corporate Tax Co-Op,30
432774,Grant Thornton LLP,Audit Intern - Winter 2025,30
425386,SAP America,SAP Student Training and Rotation (STAR) Program- Business Focus [Spring / Summer Drexel Co-op 2025],90
437178,BLOCS,Technology & Database Assistant Co-op,50
437152,Tower Cold Chain Solutions ,Customer Service Representative Co-op,40
432745,Graveyard Mentality Baseball,Sports Management Co-op,40
435763,PML Travel & Tours,Marketing & Operations Coordinator,45
436697,SimpleTire,User Experience (UX) Research Intern,72
436410,Cradles to Crayons,"Partner Relations Co-op, Cradles to Crayons",15
436349,ARAMARK Corp.,Citizens Bank Park- Concessions Supervisor,40
436442,COMCAST CORPORATION,Comcast Pricing Analysis Co-op,72
436424,COMCAST CORPORATION,Comcast Campus Planning and Mobility Analyst Co-op,60
78303,U-Combination,System Support Engineer,85
431445,"Britt, Peters & Associates Engineering Consulting",Structural Engineer Co-Op,10
429955,Philadelphia Streets Department,Engineering Co-op - Transportation Planning Analysis – ADA Unit & Contracts Unit,20
429954,Philadelphia Streets Department,Engineering Coop/Highways Division - Transportation Planning Analysis – Project Implementation Group,40
420461,Exelon,20822 - PECO Project Management - PMO.Vegetation.Work Management – PECO Co-Op (Sarita Williams),65
432742,Exelon,20591 - Energy Acquisition - PECO Co-op (Ian Mark),60
437120,Exelon,20250 - Damage Prevention Business Analyst - PECO Co-op (Pat Dunham),65
310321,"Intenna Systems, Inc",Field Engineer – Learn the future of 5G,75
424463,Accurate Construction Management LLC,Assistant Project Manager,30
437108,FMC Corporation,Demand Planning Co-Op,75
100603,"WJH Engineering, LLC",Civil Engineering and Surveying Co-Op,25
428501,FMA Contracting & Mechanical Construction Inc. ,Assistant Construction Manager,25
425342,McHugh Engineering,Mechanical Engineer,40
339074,Weber Display & Packaging,"Logistics Co-op, Manufacturing",35
424166,FreeAxez,Electrical Engineering Co-op,45
437046,Rhoads ,Co-Op IS project Management,35
388335,Exelon,20822 - Contract Management Controls - Business Analyst - PECO Co-Op (Lorde Nock),70
421827,Exelon,21016 - Innovation R & D - PECO Co-Op (Stacy Shrieves),84
388145,Exelon,20105- Field Meter Services - PECO Co-Op (Nicole Panetta & Miah Salahuddin),40
436973,PJM Interconnection (DZConneX),Real-Time Operations Co-Op,65
388050,AstraZeneca,Distribution Co-Op,50
429741,National Board of Medical Examiners,Business Analyst,70
296539,Susquehanna Int'l Group LLP,Data Center Co-op,95
406714,Drexel University,Facilities and Operations Assistant,60
420020,Estee Lauder/Northtec,Industrial Engineer Co-op (Distribution Operations),80
398965,Estee Lauder/Northtec,Value Realization and Optimization (VRO) Co-op [Hybrid],60
436816,Cryo Technologies,Project Engineer Co-op,40
421334,"The Siegfried Group, LLP",Technology Support Analyst,70
429326,J.D. Eckman Inc.,Assistant Project Manager / Field Engineer Co-op,15
418416,Schnabel Foundation Company,GeoStructural Engineer Co-op (PA MW),15
325801,Schnabel Foundation Company,GeoStructural Engineer Co-op (B. MD),20
426183,Exelon,80787 - Emerging Technologies and Innovation BGE Co-op (Kyle Harrer),85
436727,"Applied Energy Systems, Inc",Quality Control - Malvern,50
388182,Exelon,20385- Delchester New Business Engineer Design- PECO Co-op (Jeffrey Doney),82
436721,"Exida Consulting, LLC",Functional Safety/Cyber Security Co-op,75
420808,Public Health Management Corporation,"Real Estate & Facilities Co-Op II/Philadelphia, PA",30
420806,Public Health Management Corporation,"Real Estate & Facilities Co-Op I/Philadelphia, PA",60
423386,T. N. Ward Company,Construction Assistant Project Manager/Estimator,30
420352,Philadelphia Capital Program Office,Real Estate and Space Planning Unit,35
429002,Cozen O'Connor,IT Risk/Audit Co-Op,60
426236,Exelon,04695 - Customer Relations Analyst - PECO Co-op (Tyler Brennan),85
436514,Exelon,04696 - Customer Strategy & Govern - PECO Co-op (Robin Boyd),65
350436,New Hudson Facades ,Supply Chain Specialist,42
388140,Exelon,20425 – Business Analyst (Business or Engineering) New Business Dept – PECO Co-op (Stephen Reilly),75
420698,Amtrak,Project Engineer – Real Estate Development,40
417082,Osage Venture Partners,Analyst Intern,75
424888,"Intech Construction, LLC","Construction Management Co-op (Phila., PA)",40
429127,"ABC Construction Co, Inc.",Estimator & Project Management Co-op,50
405439,"Pinemar, Inc.",Assistant Project Manager,15
430563,"Pennoni  Associates, Inc.","Civil/Municipal Engineering Co-Op (Philadelphia, PA)",40
426243,Liberty Personnel,Sourcer/Inside recruiter,50
336969,Stylex,"Engineering Co-op/Delanco, NJ",70
431193,"Pennoni  Associates, Inc.","Civil/Municipal Architectural Engineering Co-Op (Philadelphia, PA)",15
436366,"A & E Construction, Inc. ",Construction Assistant Project Manager,25
436075,Village Handcrafted Cabinetry,Draftsperson,60
434656,Nicholson Construction Company,Engineering Co-Op,25
436010,John Middleton Co.,Manufacturing Engineering Co-op,55
422771,Fanatics,CRM Operations Co-op,75
422413,Posel Management Company,Leasing Agent / Assistant Property Manager / Assistant Project Manager,25
420016,StructureTone,Construction Project Engineer,30
412424,B&G Maunfacturing Co. ,Manufacturing Engineer Co-Op,50
429665,DataCrest,Marketing/Sales Intern,32
269452,ESCO/Curtiss-Wright,"Engineering Co-op in Aston, PA",52
338691,Crown Cork & Seal Co. Inc.,LAN/WAN Information Systems Co-op,77
432738,"H&K Group, Inc. ",Construction Co-Op,35
410078,Meco Construction,PROJECT ENGINEER,45
429454,"BSI Construction, LLC",Assistant Field Engineer,20
437090,"Quench USA, Inc.",Product Development Intern,75
437061,"Quench USA, Inc.",Supply Chain Strategy & Analytics Intern,65
428284,Radicle Development Center,Project Engineer,50
436961,APTIV,Supply Chain Strategy Co-Op,65
362227,"SOUTHCO, Incorporated","Industry Marketing Co-op (C, PA)",40
423352,"SOUTHCO, Incorporated",Product Management Co-Op,75
162415,"Colorcon, Inc.",Global Project Engineering Intern,50
399774,"Colorcon, Inc.",Global Finance Intern,30
422720,HKA,Construction Project Data Analyst,40
299815,IPS - Integrated Project Services,Construction Management / Project Delivery,40
436848,JPMorgan Chase & Co,JPMorgan Chase / AWM / Private Bank / Client Service Experience Data Analytics,90
436838,Merck,Global Workplace & Enterprise Services Utility & Energy Operations Co-Op,45
436834,Merck,Global Workplace & Enterprise Services Business Systems Co-op,65
436831,PROCONEX,Systems Engineering Co-op,75
436827,"Antares Nuclear, Inc",Business Operations Co-op,85
415155,Hillwood Construction Services,Project Engineer - Co-Op,50
374275,"Primera Engineers, LTD",Electrical Engineering Co-op,50
436688,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Technical Development Analyst,85
417313,Alfa Laval,Automation Engineering Coop,65
422936,The Norwood Company,Project Engineer Co-Op,30
415592,Spearhead Global,R and D and Product Development Associate,55
373618,Bradford White Corp.,Product Department Co-Op,50
357458,"Sunoco, Inc",Business Systems ‐ Marketing Supply Co-op Student,60
424731,"Sunoco, Inc",Supply Optimization Co-op,70
429090,Eaton Corp,Supply Chain Analyst Co-op,60
429456,"Sunoco, Inc",Midstream Operations - Business Development Co-op,40
420028,FS Investments ,Investment Technology Co-op,95
436560,"PRUFTECHNIK Service, Inc",Field Service Engineer,68
420122,Glenmede,Compliance/Business Assurance Co-op,72
400814,Leidos ,Software Engineer Co-op,95
420056,Glenmede,Salesforce.com Co-Op,75
282288,SPS Technologies,Operations Co-op,35
416403,"Dynamic Engineering Consultants, PC","Co-Op/Intern Design Engineer - Philadelphia, PA",60
424476,PROCONEX,Software Engineering Co-op,85
435770,Syngentic,Business Analyst Intern,82
436452,STRUCTURAL Group,Construction Project Engineer Co-Op with PULLMAN Philadelphia,45
436443,COMCAST CORPORATION,Comcast Product Strategy Co-op,85
424587,Curtiss-Wright,General Business/Supply Chain,35
424586,Curtiss-Wright,General Engineering,40
436383,ARAMARK Corp.,Supplier Maintenance Analyst,60
419678,Coherent Aerospace & Defense (II-VI Aerospace & Defense),Engineering Co-op Ceramics,88
436361,COMCAST CORPORATION,Comcast Technical Project Manager Co-op,75
436360,COMCAST CORPORATION,Comcast Associate Product Manager Co-op,93
428781,Ankura,"Construction, Disputes & Advisory Co-op | Philadelphia, PA",25
416326,Toll Brothers Inc,Construction Customer Information Center Co-op/Intern,35
418560,Toll Brothers Inc,Assistant Framing Superintendent,45
437153,BlackRock ,Innovation Office - Information Security,88
434811,Addison Bay ,Co-op: Distribution Pillar of Addison Bay,50
426607,College Ave Student Loans LLC,Customer Operations Co-op,30
426674,College Ave Student Loans LLC,Partnership Marketing Co-Op,40
433436,College Ave Student Loans LLC,Credit Risk Analytics & Reporting,86
437105,Urban Outfitters,Anthropologie Digital Analytics Co-op,78
437102,Morgan Lewis Bockius,Project Manager Analyst Co-Op,85
437099,Morgan Lewis Bockius,Business Intelligence Co-Op,85
426634,AmeriBest Home Care,Compliance & Quality Co-Op,75
437045,Macquarie Group,Channel Marketing Analyst Co-Op,60
426811,Exelon,79046- PSC Operation Analysis Strategy - PHI Co-op (Michael Dove),42
437004,Dakota Wealth Management,Investment Research Analyst,55
420359,Holman,Database Analyst,75
423147,American Association for Cancer Research,Data Analyst Co-op,75
345738,National Board of Medical Examiners,Data Engineer,75
426279,Nasdaq ,Project Coordination Co-op,65
426901,KBRA,KBRA Analytics Analyst,69
436809,Cozen O'Connor,Enterprise Data Services Co-op,75
421333,"The Siegfried Group, LLP",Information Systems Product Analyst,85
436732,Urban Outfitters,Free People Marketing Analytics Co-op,65
428964,Philadelphia College/Osteopathic Med.,Information Technology Services Co-op,75
417063,Exelon,20051 - Energy Marketing Services Analytics PECO Co-op (Steve Hess),85
436725,Cozen O'Connor,Automations/Application Development Co-op,92
388305,Exelon,00392- Gas Work Management Analyst- PECO Co-Op (Jacqui Colbert),85
429451,"Day & Zimmermann, Inc.",Compensation Co-op/Intern,50
436695,SimpleTire,Data Science Intern,80
436693,Urban Outfitters,URBN Talent Analytics Co-op,85
436690,SimpleTire,Supply Chain Planning Intern,60
436606,South Jersey Industries,Customer Analytics Co-op,75
436600,CHUBB,Technology Compliance Co-op,90
436576,"SquashSmarts, Inc.",SquashSmarts Nonprofit Co-op,55
361817,"Econsult Solutions, Inc.",Research Assistant,35
436456,Bristol Myers Squibb Company,IT Laboratory Computing Firewall Analyst,75
392921,Mama May i,Website Manager,55
415556,Prodigy Sports ,Sport Management/Business Co-op,40
436350,ARAMARK Corp.,Citizens Bank Park - Staffing/Human Resources Supervisor,30
434056,Drexel University,Data Analyst for Autonomous Vehicle Shuttle (AVS) Passenger’s Perception,65
416314,Pennrose Management Company,Asset Management Co-op,55
437049,Marlette Funding,Decision Engineer Co-Op,85
437047,Holman,Data Platform Engineer,88
437042,Holman,Developer/Analyst - RPA,88
436941,Berkley Technology Services ,Identity & Access Management Co-Op,85
436936,Berkley Technology Services ,Wintel Systems Administrator Co-Op,85
436933,Berkley Technology Services ,Database Administrator Co-Op,85
434715,FS Investments ,Operational Strategy Co-op,65
419624,"Primera Engineers, LTD",Project Management Assistant Co-Op,65
379494,Independence Blue Cross,College Coop: Sales Support Specialist (Minissale),55
436537,Agilence Inc.,Customer Success Specialist Co-op,75
436500,Northstar Sales Inc,Sales and Customer Support Co-op,55
436467,COMCAST CORPORATION,Comcast Global Audit Data Solutions Co-op,85
436441,COMCAST CORPORATION,"Comcast CXSO Strategy, Innovation and Optimization Co-op",68
436430,COMCAST CORPORATION,Comcast Data Products & Governance Co-op,92
436417,COMCAST CORPORATION,Comcast Business Channel Marketing Co-op,50
436413,COMCAST CORPORATION,Comcast Business Analytics Co-op,90
436408,COMCAST CORPORATION,Comcast Information Systems Analyst Co-op,92
436371,COMCAST CORPORATION,Comcast Technical Project Manager Co-op,85
436986,PJM Interconnection (DZConneX),Market Design Co-Op,65
347438,Brown Brothers Harriman & Co.,Private Banking Co-op,60
436857,FMC Corporation,Data Science Co-Op,92
437149,Kenvue /Johnson & Johnson,2025 Supply Chain Planning Co-Op (March – September),63
433539,PPB Capital Partners ,"Analyst, Advisor Relations (Investment Management)",50
436437,COMCAST CORPORATION,Comcast Performance Insights Co-op,65
436960,BlackRock ,Business Operations Co-Op – Client Experience - KYC,60
437024,Alkina Corp,Real Estate Concierge Agent Co-op,15
433455,College Ave Student Loans LLC,Credit Strategy and Analytics Co-Op,85
433444,College Ave Student Loans LLC,Credit Analytics Engineer Co-Op,85
437106,Incyte Corporation ,Co-Op IT Solutions Tech Ops,85
427835,BlackRock ,Business Operations Co-Op - Client Experience - Invoicing,75
436922,Cozen O'Connor,ServiceNow Developer Co-op,78
421510,Exelon,20640- Gas Ops Data Analytic PECO Co-op (Dan Butcher),85
422985,Apple Inc.,Engineering Program Management Internships,85
436439,COMCAST CORPORATION,Comcast Market & Competitive Growth Strategy Co-op,80
429757,Brown Brothers Harriman & Co.,Private Banking Marketing & Sales Strategy Analyst Co-op,65
429833,Drexel University,Patient Service Center Representative,30
436698,West Pharmaceutical Services,Advanced Therapies & Clinical Research Program Management Co-op,45
418806,Society for Healthcare Innovation,Society of HealthCare Innovation Co-op Intern,40
429274,Penn Vet Working Dog Center,Non-profit Management and Operations,20
437010,GOLDSTAR SALES AGENCY,Sales Associate,15
433575,Bridge Diagnostics Inc,Marketing Co-op,40
424817,Aleysunflower LLC,Online Store Assistant to Owner,25
429172,LR2,Men's Boutique Associate,40
429420,Drexel University,Digital Navigator,75
398784,Drexel University,Civic Technologist,85
345413,University of Pennsylvania Football,Football Recruiting Operations,10
402500,B&N Apothecary,Remote Social Media Manager,30
378555,Program F Showroom ,Fashion Sales and Merchandising Co-op - Free People Assistant,40
425529,WorldUpstart,Entrepreneurship and Healthcare Innovation Co-Op,50
397554,BlkandNerdy,Social Media Manager,40
423800,Mama May i,Content Manager,15
436334,Chick-Fil-A Barrington & Audubon Crossings,"Co-Op Leader Position, BOH",40
431644,La Cucina at the Market,Culinary Assistant Instructor,20
357040,The Sports Fan Base Network,Production Assistant,20
415340,Joe Hand Promotions,Account Executive Co-op,65
429438,FS Investments ,Marketing Value Add/Events Co-op,60
411807,FS Investments ,Graphic Design Co-op,30
436407,COMCAST CORPORATION,"Comcast Town Hall, Events Production Co-op",55
436355,COMCAST CORPORATION,Comcast Emerging Products & Technology Specialist Co-op,85
435570,The Lab Inc. ,Concierge Health and Fitness Intern,10
433836,Drexel University,Social Media Manager,45
351108,University of Pennsylvania - Athletic Equipment Operations,Penn Athletics Equipment Co-op,20
432211,University of Pennsylvania Football,Football Coaching Co-op,20
369676,University of Pennsylvania Football,Football Graphic Design Co-op,35
346917,Drexel University,Drexel Athletics Assistant Video Coordinator,40
435971,Prodigy Sports ,Creative Marketing and Design Co-op,30
429158,Renovus Capital Partners,BD Co-op Analyst,40
436954,"Goldman, Sachs & Co. ","PWM Trust Company Co-op / Wilmington, DE",65
436946,"Goldman, Sachs & Co. ",Private Wealth Management Co-op / San Francisco,60
436944,"Goldman, Sachs & Co. ","Private Wealth Management Co-op / Philadelphia, PA",75
436874,State Street Corporation,Solution Design Analyst,70
436873,State Street Corporation,Alpha Solutions Business Analyst,85
436871,State Street Corporation,Strategy and Implementation Analyst,70
436868,State Street Corporation,Strategy and Implementation Analyst,75
436867,State Street Corporation,Alpha - Solution Business Analyst,60
436866,State Street Corporation,IT Planning & Strategy Co-Op,65
361709,"FEW MODA, INC.",Fashion B2B Operation Co-op,45
436711,Valley Forge Financial Group,Financial Services Co-op,55
377498,"Draeger Medical Systems, Inc.",Financial Analyst Intern,62
432734,"LEM Capital, L.P.",Real Estate Finance Rotational Analyst,45
437054,Marlette Funding,Enterprise Risk Management Co-Op,40
436924,Johnson & Johnson,Enterprise Quality - 2025 Co-op and Summer Co-op,85
436837,Merck,Global Supplier Management Group Technology Procurement Co-op,60
436390,ARAMARK Corp.,Pricing Business Analyst,40
429898,Barnes & Noble Booksellers,General Merchandise Supervisor,30
437142,Re/Max @ HOME,Digital Marketing Assistant,40
344765,Argyle Interactive,Graphic Designer Co-op,40
437114,College Ave Student Loans LLC,Customer Operations - Collections Recovery Co-Op,48
355775,Soccer Shots ,Soccer Shots Philadelphia Co-op,25
436999,SocialLadder,Business Analysis Intern,60
420090,The Lexington at Jackson Hole Hotel & Suites,Hospitality Management Rotational Co-op,25
433345,Caritas Construction,Construction Estimating Co-op - Philadelphia & South Jersey Regions,45
423198,"The Siegfried Group, LLP",Human Resources Associate,30
436722,Urban Outfitters,Anthropologie Studio Sample Coordinator Co-op,35
436685,Urban Outfitters,Nuuly Brand Marketing - Influencer Co-op,35
436654,Johnson Matthey Inc,Supply Chain Co-Op,40
436580,New Age Realty,Marketing and Social Media Assistant,30
429382,University of Pennsylvania,Administrative Coordinator,60
430986,Sephora ,HR Talent Analytics Co-Op,40
423466,Coscia Contract,Project Manager,25
436367,Chick-Fil-A Barrington & Audubon Crossings,"Co-op Leader, Front-of-House",25
435874,University of Pennsylvania,Conference Operation Specialist Intern,40
437052,Marlette Funding,Product Management,65
437025,South Jersey Industries,Labor Relations Co-Op,40
436892,"Stone Hill Contracting Co., Inc. ",Construction Management / Project Engineering,15
416924,"Riggs Distler & Company, Inc.",Assistant Project Manager co-op - Utility Underground,25
436819,"Kepner-Tregoe, Inc",Client Relationship and Technical Delivery Support,45
436797,Razorfish,Associate Project Manager,30
436459,COMCAST CORPORATION,Comcast ERG Strategy Co-op,70
436447,COMCAST CORPORATION,"Comcast Analyst, NOW Growth Operations Co-op",85
436440,COMCAST CORPORATION,Comcast Customer Retention Co-op,65
436428,COMCAST CORPORATION,Comcast RISE Co-op,40
436426,COMCAST CORPORATION,Comcast Global Business Sales Co-op,75
436422,COMCAST CORPORATION,Comcast National Account Management and Sales Co-op,85
429795,Toll Brothers Inc,Purchasing/Material Management Coordinator,55
419732,Marchesa,LUXURY WHOLESALE POSITION at MARCHESA,40
416430,Holland America-Princess Alaska-Yukon Land Operations,Guest Service Representative,35
436956,Incyte Corporation ,Legal Co-Op,35
309440,University of Pennsylvania School of Dental Medicine,Helpdesk Coordinator,75
339073,Weber Display & Packaging,Information Systems Co-op,75
308773,Morgan Lewis Bockius,"Information Technology Co-Op, Desktop Engineering",88
370601,Susquehanna Int'l Group LLP,Security Engineer Co-op,90
296542,Susquehanna Int'l Group LLP,Network Engineer Co-op,85
414835,Susquehanna Int'l Group LLP,Information Security Services Engineer Co-op,93
296537,Susquehanna Int'l Group LLP,Software Development Co-op,87
436821,American Association for Cancer Research,Technical Support Specialist Co-op,70
19990,The Wharton School,Wharton Computing Support Specialist,85
339590,Drexel University,Support Manager,78
424951,University of Pennsylvania,"Operation Analyst/Lean Process, Philadelphia, PA (Allen)",85
416916,Holman,QA Reporting Analyst / Developer,85
416918,Holman,Developer/Analyst - Supply Chain,85
436950,Berkley Technology Services ,Information Security Analyst Co-Op,85
436935,Berkley Technology Services ,IT Service Management Co-Op,90
328487,Susquehanna Int'l Group LLP,Technical Support Engineer - Trade Floor Co-op,95
335191,Susquehanna Int'l Group LLP,Technical Support Engineer - Collaboration and Productivity Co-op,90
436889,Hillock Anodizing Inc.,Process Planner,55
418279,"The Siegfried Group, LLP",Information Security Analyst,75
435771,Dontech Inc.,Help Desk Support Co-op,85
426757,"Cohen, Placitella and Roth",Social Media Co-op,45
423587,Printfresh Studio LLC,Marketing Co-op - PR/Influencer/Affiliate Focus,30
437053,Digitas Health ,"Associate, Art Director",20
436994,Fox Rothschild LLP,Paralegal Co-op,40
436989,Fox Rothschild LLP,Marketing CRM Co-op,45
436988,Fox Rothschild LLP,Marketing Communications Co-op,40
436987,Fox Rothschild LLP,Marketing Co-op,45
432321,YEN Studios,Production Assistant,30
416871,The Mom Edit ,Graphic Designer For Center City Fashion Blog,25
362063,Place,"Showroom Co-op // New York, NY",30
436858,Reel Talk Philadelphia,Event Coordinator,20
365334,NRG Consumer East,Marketing Graphic Design Co-op,60
429748,Stop Ecocide International,"Social Media, Video Editing + Graphic Design",30
436726,Urban Outfitters,Nuuly Styling Co-op,25
436719,Urban Outfitters,URBN Personalization Analyst Co-op,65
436670,Urban Outfitters,Anthropologie Social Media Marketing - Content Co-op,30
436507,Pandemic Design Studio LLC,"Design Intern (Architecture, Product Design, Multimedia, Engineering)",40
436445,Barbizon Chique,Marketing and Events Assistant,20
418216,Black Health Matters,Event Coordinator Co-op,40
436893,Wick Fisher White ,Marketing Co-op for professional services,55
436740,ARAMARK Corp.,Growth Enablement Marketing,30
426840,FS Investments ,UX Design Co-op,45
429497,Independence Realty Trust Inc,Real Estate Co-op,50
436540,ARAMARK Corp.,Marketing Communications Intern,55
435972,ESCO/Curtiss-Wright,Sales & Marketing Co-Op,40
436486,COMCAST CORPORATION,Comcast Creative Group Co-op,70
436392,ARAMARK Corp.,Marketing - Workplace Experience Group,75
436391,ARAMARK Corp.,Digital Marketing,40
437145,Lockheed Martin,Procurement Representative Co-Op - Dina Miller - 679340BR,45
421098,Philadelphia Water Department,"PWD Engineering & Construction/Private Cost Construction/Travis Collins/Phila, PA",35
436826,Little Brown Bird dba Sparrow's,Restaurant and Retail Manager,20
423797,Lavner Camps & Programs,EdTech Operations Internship,60
434350,"CRC Industries, Inc.",Procurement Co-op,25
437144,Lockheed Martin,Procurement Specialist Co-Op - Dina Miller - 679342BR,50
436971,E. I. Dupont De Nemours & Co,"2025 Spring Semester Supply Chain, Procurement and Logistics Co-Op Opportunities - Delaware",45
436895,Revolution Space,Supply Chain Co-op,40
436875,Stateside Vodka,Logistics Intern,50
429381,"Noramco of DE, Inc.",IT Co-Op,85
437109,FMC Corporation,Real Estate and Facilities Co-Op,40
418194,T. N. Ward Company,Construction Assistant Project Manager/Estimator,15
436524,New Age Realty,Leasing Agent,35
435835,University of Pennsylvania - Athletic Equipment Operations,Penn Football Videographer Co-Op,30
431037,Drummond Scientific Company,Manufacturing Engineer Co-op,55
424099,MilkCrate ,Technical Product Manager Co-op,60
427782,FS Investments ,Cyber Security Co-op,85
429475,PROCONEX,Digital Strategy Co-op,85
436384,ARAMARK Corp.,Information Security,92
437154,Urban Outfitters,URBN AI and Digital Product Creation Co-op,68
418513,"ESF, Inc. ",Technology Support Intern,75
437036,International Raw Materials Ltd.,Information Systems Co-Op,85
436926,Macquarie Group,Software Engineer (Investment Vehicles) - Financial Technology Co-op,85
436925,Macquarie Group,Software Engineer (Cloud & Engineering) - Financial Technology Co-op,93
436919,Macquarie Group,Software Engineer (Data Platform) - Financial Technology Co-op,93
375834,Lithero ,AI Innovation Analyst,85
436792,Hajoca,Enterprise Architecture - Integration Co-op,90
436712,Urban Outfitters,URBN User Experience (UX) Design Co-op,40
436696,Urban Outfitters,URBN Data Science Co-op,88
436529,Security Risk Advisors,IT Security Co-op,85
436415,Solace,Full Stack Engineer Co-Op,85
422984,Apple Inc.,Machine Learning / AI Internships,82
422983,Apple Inc.,Software Engineering Internships,91
436930,Two Six Technologies,Software engineer,85
436928,Intealth,Full Stack Developer (MERN) & UX + AI,85
436914,Office Practicum,Development Co-op,92
436488,Protiviti Inc.,2025 Protiviti Technology Consulting Co-Op,82
338848,"Cohen, Placitella and Roth",Assistant Systems Administrator,75
437147,The Emerson Group,Analytics & Data Engineering Intern (with Data Warehousing & Automation Focus),85
368936,University of Pennsylvania,Assistant Linux Systems Administrator,45
426620,College Ave Student Loans LLC,Information Security Co-Op,75
433619,Morgan Lewis Bockius,Information Security and Compliance Co-Op,85
47918,Morgan Lewis Bockius,"Information Technology, Quality Assurance Co-Op",90
437050,Digitas Health ,"Associate, App Developer",85
437032,SRI International,Software Engineering Co-op,85
